value,date
2030,2024-08-29 19:27:29
1920,2024-08-30 22:11:09
1980,2024-08-31 22:33:59
1940,2024-09-01 23:03:28
1920,2024-09-02 12:16:18
2000,2024-09-03 18:14:05
2100,2024-09-04 09:12:22
1910,2024-09-05 00:20:19
2190,2024-09-06 02:11:16
2020,2024-09-07 22:17:51
2040,2024-09-08 12:04:48
1910,2024-09-09 22:09:03
1910,2024-09-10 00:26:40
2100,2024-09-11 20:30:21
1880,2024-09-12 12:08:22
1910,2024-09-13 00:32:51
1900,2024-09-14 03:53:14
3240,2024-09-15 09:47:08
1960,2024-09-16 14:23:32
1890,2024-09-17 00:52:20
1910,2024-09-18 00:29:11
1890,2024-09-19 01:05:43
1840,2024-09-20 01:21:01
1900,2024-09-21 22:22:33
1900,2024-09-22 22:21:19
1890,2024-09-23 22:18:11
1840,2024-09-24 01:28:25
1870,2024-09-25 05:08:47
1890,2024-09-26 01:28:27
1850,2024-09-27 22:30:52
1880,2024-09-28 22:10:08
1860,2024-09-29 22:23:31
1890,2024-09-30 05:04:52
1850,2024-10-01 22:16:20
1910,2024-10-02 01:38:33
1900,2024-10-03 22:12:48
1840,2024-10-04 22:19:32
1900,2024-10-05 01:38:48
1910,2024-10-06 22:13:30
4700,2024-10-07 12:23:33
3690,2024-10-08 11:04:26
2630,2024-10-09 07:19:54
2530,2024-10-10 13:21:03
2720,2024-10-11 07:56:50
2310,2024-10-12 02:31:49
2520,2024-10-13 13:58:02
3930,2024-10-14 07:09:20
2760,2024-10-15 07:48:49
2200,2024-10-16 07:10:01
2920,2024-10-17 07:09:42
2890,2024-10-18 07:10:14
2180,2024-10-19 09:14:04
1900,2024-10-20 22:20:36
2950,2024-10-21 07:10:57
2640,2024-10-22 17:51:42
2740,2024-10-23 19:27:28
2620,2024-10-24 19:41:15
2710,2024-10-25 07:09:31
2210,2024-10-26 09:13:42
4930,2024-10-27 11:41:15
2970,2024-10-28 19:00:09
2370,2024-10-29 08:18:06
3680,2024-10-30 23:59:55
3830,2024-10-31 00:06:13
2700,2024-11-01 07:49:54
3270,2024-11-02 22:40:26
3480,2024-11-03 18:25:57
5530,2024-11-04 17:12:43
3040,2024-11-05 05:49:06
2370,2024-11-06 12:20:38
3060,2024-11-07 07:31:34
1880,2024-11-08 00:11:53
1870,2024-11-09 05:01:01
1910,2024-11-10 22:39:28
1870,2024-11-11 22:15:55
1890,2024-11-12 22:29:31
1870,2024-11-13 22:33:52
1830,2024-11-14 04:00:57
1870,2024-11-15 04:03:12
1880,2024-11-16 22:12:04
1860,2024-11-17 22:14:48
1830,2024-11-18 22:10:31
1880,2024-11-19 00:59:40
4390,2024-11-20 13:30:19
3890,2024-11-21 08:13:03
4720,2024-11-22 09:15:51
3450,2024-11-23 09:12:51
3360,2024-11-24 18:17:52
3670,2024-11-25 13:08:09
3070,2024-11-26 09:00:50
3390,2024-11-27 07:20:51
